def_rank,def_tier,team,def_avg_xPts,def_med_xPts,avg_GA/match,med_GA/match,def_avg_potential,def_med_potential,defAdv_nxtGWs
2,1,LIV,17.46797436208744,12.70820393249937,1.0,1.0,0.9235821934584344,0.41866896611676757,33
5,3,FUL,15.004278573680725,13.072949016875157,1.2777777777777777,1.0,0.26298091426946685,0.45232508165561647,22
4,2,NFO,23.38551371729214,18.965558146251368,1.0555555555555556,1.0,1.3579090786488284,0.9960536805343949,20
6,3,BHA,14.479962234722338,12.954915028125264,1.4444444444444444,1.0,-0.04908795092931704,0.44143373387994633,17
1,1,ARS,21.76320115486152,17.29179606750063,0.8888888888888888,1.0,1.4802901164611046,0.8416106672666146,12
7,4,BOU,19.53569032472318,16.274575140626315,1.1666666666666667,1.0,0.8405594272319299,0.7477486619695262,10
3,2,EVE,21.615307210912306,20.87538820250189,1.2941176470588236,1.0,0.8211147423611149,1.1722793893458763,9
8,4,NEW,18.969212484444817,15.128677106875998,1.1666666666666667,1.0,0.7905023583500332,0.6420132366811095,8
10,5,TOT,12.643812062985662,9.23606797749979,1.4444444444444444,1.0,-0.21134018586414013,0.09828463780615082,4
14,7,CRY,21.042161501319974,18.982779073125684,1.4444444444444444,1.5,0.5307837357652092,0.1853869133201274,-2
9,5,WHU,15.122312562430618,11.190983005625053,1.6666666666666667,1.0,-0.34664293069742746,0.2786704712862964,-3
13,7,CHE,15.851178495694924,12.05572809000084,1.1666666666666667,1.0,0.5149758839498911,0.35846307635852814,-4
15,8,SOU,13.734606242222409,11.381966011250105,2.0555555555555554,1.5,-1.0893221946149114,-0.5159627512717981,-4
11,6,MUN,14.168859269582736,8.663118960624633,1.3333333333333333,1.0,0.10057957332022505,0.045416925161942456,-5
16,8,MCI,12.883427746527486,9.73606797749979,1.4444444444444444,1.5,-0.19016643832373123,-0.6678346660935977,-8
12,6,IPS,9.681694990624912,9.5,1.8333333333333333,1.0,-1.0931429633055711,0.12263843179583267,-15
17,9,AVL,12.470674219722198,9.0,1.6111111111111112,1.5,-0.4923770054977733,-0.7357538511783207,-15
18,9,BRE,11.206011329583298,10.381966011250105,1.7777777777777777,2.0,-0.869866926342127,-1.4204915237855145,-19
20,10,LEI,7.2904409643746675,5.427050983124842,2.2222222222222223,2.0,-1.9245011711778117,-1.8776962944812357,-28
19,10,WOL,13.714568476944748,8.618033988749895,2.2222222222222223,2.0,-1.356830257069608,-1.5832547863829842,-32
